13,CPLEX Default,lunghezza crescente,score somma crescente,score medio crescente,lunghezza crescente duplicati in cima,score somma crescente duplicati in cima,score medio crescente duplicati in cima,lunghezza decrescente,score somma decrescente,score medio decrescente,lunghezza decrescente duplicati in cima,score somma decrescente duplicati in cima,score medio decrescente duplicati in cima
../Dataset/ReducedLP/scpc3_reduced.lp,195,242,279,189,164,194,156,157,176,227,164,185,174
../Dataset/ReducedLP/scpc3_reduced.lp,213,286,246,185,212,178,175,192,181,190,193,206,180
../Dataset/ReducedLP/scpclr10_reduced.lp,41118,36240,39181,69237,38954,38954,38954,59731,62112,39034,102795,102795,102795
../Dataset/ReducedLP/scpclr10_reduced.lp,30357,27267,26249,30910,26670,26670,26670,40389,48000,25774,84624,84624,84624
../Dataset/ReducedLP/scpclr10_reduced.lp,31160,33266,34073,38070,28103,28103,28103,52953,50622,28023,43222,43222,43222
../Dataset/ReducedLP/scpclr10_reduced.lp,45426,42715,39745,42241,39018,39018,39018,53825,54933,46304,60367,60367,60367
../Dataset/ReducedLP/scpclr10_reduced.lp,16271,15874,15577,15796,14972,14972,14972,16491,17163,15809,16091,16091,16091
../Dataset/ReducedLP/scpclr10_reduced.lp,17247,59574,100140,94532,60080,60080,60080,65202,63671,57506,78379,78379,78379
../Dataset/ReducedLP/scpclr10_reduced.lp,53828,21051,25320,18479,19354,19354,19354,26477,28231,17302,20023,20023,20023
../Dataset/ReducedLP/scpclr10_reduced.lp,28294,36551,38386,37838,37322,37322,37322,58111,46332,32510,51940,51940,51940
../Dataset/ReducedLP/scpclr10_reduced.lp,65166,72016,77538,82133,68163,68163,68163,106252,98478,66666,107617,107617,107617
../Dataset/ReducedLP/scpclr10_reduced.lp,32855,35808,33816,34889,33556,33556,33556,35102,31096,28802,46173,46173,46173
../Dataset/ReducedLP/scpclr11_reduced.lp,741594,674824,684142,714409,674824,674824,674824,743788,741930,620255,935992,935992,935992
../Dataset/ReducedLP/scpclr11_reduced.lp,746348,723580,763623,781935,723580,723580,723580,817599,839544,598652,1051767,1051767,1051767
../Dataset/ReducedLP/scpclr11_reduced.lp,928666,703113,786733,856595,703113,703113,703113,792118,845255,744617,1071304,1071304,1071304
../Dataset/ReducedLP/scpclr11_reduced.lp,831904,765932,809809,809325,765932,765932,765932,935536,966524,645652,754559,1145839,1145839
../Dataset/ReducedLP/scpclr11_reduced.lp,849875,780274,844025,781412,780274,780274,780274,926107,982770,720452,1169560,1169560,1169560
../Dataset/ReducedLP/scpclr11_reduced.lp,695920,728428,694249,708707,728428,728428,728428,854984,854287,649321,1018332,1018332,1018332
../Dataset/ReducedLP/scpclr11_reduced.lp,725485,861508,881985,1041988,861508,861508,861508,972358,1104150,832208,1652049,1652049,1652049
../Dataset/ReducedLP/scpclr11_reduced.lp,778095,782468,805841,786985,782468,782468,782468,863510,952825,711840,890848,890848,890848
../Dataset/ReducedLP/scpclr11_reduced.lp,732323,951154,769408,741464,951154,951154,951154,765292,794690,655908,883389,883389,883389
../Dataset/ReducedLP/scpclr11_reduced.lp,886695,736971,801390,1014006,736971,736971,736971,886683,1042471,674376,1136494,1136494,1136494
../Dataset/ReducedLP/scpd1_reduced.lp,115,165,111,110,161,161,161,102,109,122,163,163,163
../Dataset/ReducedLP/scpd1_reduced.lp,107,99,107,104,101,101,101,106,101,97,100,100,100
../Dataset/ReducedLP/scpd1_reduced.lp,107,101,94,87,94,94,94,108,127,80,107,107,107
../Dataset/ReducedLP/scpd1_reduced.lp,101,111,114,84,109,109,109,106,102,86,105,105,105
../Dataset/ReducedLP/scpd1_reduced.lp,102,125,103,84,111,111,111,117,114,92,93,93,93
../Dataset/ReducedLP/scpd1_reduced.lp,110,132,101,112,139,139,139,121,111,117,132,132,132
../Dataset/ReducedLP/scpd1_reduced.lp,98,107,96,86,96,96,96,102,99,99,105,105,105
../Dataset/ReducedLP/scpd1_reduced.lp,93,106,93,86,95,95,95,95,105,92,115,115,115
../Dataset/ReducedLP/scpd1_reduced.lp,118,137,106,103,145,145,145,117,110,95,141,141,141
../Dataset/ReducedLP/scpd1_reduced.lp,113,108,100,93,98,98,98,93,116,84,97,97,97
../Dataset/ReducedLP/scpd2_reduced.lp,1311,1326,1177,1250,1204,1204,1204,1154,1164,1219,1217,1217,1217
../Dataset/ReducedLP/scpd2_reduced.lp,2097,1834,1974,1527,1580,1580,1580,1589,1491,1564,1592,1592,1592
../Dataset/ReducedLP/scpd2_reduced.lp,1363,1619,1523,1398,1581,1581,1581,1431,1410,1290,1673,1673,1673
../Dataset/ReducedLP/scpd2_reduced.lp,1382,1465,1467,1674,1388,1388,1388,1528,1405,1378,1640,1640,1640
../Dataset/ReducedLP/scpd2_reduced.lp,1707,1653,1637,1530,1368,1368,1368,1757,1745,1681,1503,1503,1503
../Dataset/ReducedLP/scpd2_reduced.lp,1730,1924,1595,1705,1911,1911,1911,1974,1662,2007,1531,1531,1531
../Dataset/ReducedLP/scpd2_reduced.lp,1847,1657,1582,1584,1491,1491,1491,1662,1440,1651,1711,1711,1711
../Dataset/ReducedLP/scpd2_reduced.lp,1331,1527,1142,1554,1256,1256,1256,1721,1164,1215,1620,1620,1620
../Dataset/ReducedLP/scpd2_reduced.lp,1713,1881,1642,1548,1700,1700,1700,1824,1866,1668,2095,2095,2095
../Dataset/ReducedLP/scpd2_reduced.lp,1235,1251,1102,1216,1300,1300,1300,1304,1308,1216,1248,1248,1248
../Dataset/ReducedLP/scpd3_reduced.lp,1249,1025,1473,949,909,909,909,1019,1103,953,1159,1159,1159
../Dataset/ReducedLP/scpd3_reduced.lp,907,894,919,1483,962,962,962,977,833,889,1250,1250,1250
../Dataset/ReducedLP/scpd3_reduced.lp,813,923,814,813,836,836,836,884,849,772,933,933,933
../Dataset/ReducedLP/scpd3_reduced.lp,1008,943,843,1328,907,907,907,954,837,861,900,900,900
../Dataset/ReducedLP/scpd3_reduced.lp,869,797,871,862,945,945,945,844,824,827,1069,1069,1069
../Dataset/ReducedLP/scpd3_reduced.lp,971,1037,872,890,943,943,943,817,742,923,950,950,950
../Dataset/ReducedLP/scpd3_reduced.lp,1083,919,805,880,1161,1161,1161,968,890,853,854,854,854
../Dataset/ReducedLP/scpd3_reduced.lp,921,1031,944,817,1172,1172,1172,803,840,762,852,852,852
../Dataset/ReducedLP/scpd3_reduced.lp,930,873,853,828,908,908,908,840,855,862,826,826,826
../Dataset/ReducedLP/scpd3_reduced.lp,959,849,849,782,848,848,848,822,914,836,966,966,966
../Dataset/ReducedLP/scpd4_reduced.lp,643,1379,1038,1081,1017,1017,1017,1115,531,886,1296,1296,1296
../Dataset/ReducedLP/scpd4_reduced.lp,453,415,419,360,461,461,461,414,447,349,416,416,416
../Dataset/ReducedLP/scpd4_reduced.lp,528,724,839,709,630,630,630,790,678,414,1492,1492,1492
../Dataset/ReducedLP/scpd4_reduced.lp,452,492,454,450,485,485,485,485,441,391,492,492,492
../Dataset/ReducedLP/scpd4_reduced.lp,542,543,495,534,473,473,473,501,556,502,557,557,557
../Dataset/ReducedLP/scpd4_reduced.lp,565,584,547,522,583,583,583,563,562,529,583,583,583
../Dataset/ReducedLP/scpd4_reduced.lp,445,518,441,481,435,435,435,433,498,388,445,445,445
../Dataset/ReducedLP/scpd4_reduced.lp,409,408,342,319,344,344,344,344,345,341,360,360,360
../Dataset/ReducedLP/scpd4_reduced.lp,950,801,818,743,526,526,526,1069,864,584,509,509,509
../Dataset/ReducedLP/scpd4_reduced.lp,454,503,511,485,495,495,495,529,518,502,562,562,562
../Dataset/ReducedLP/scpnre1_reduced.lp,40036,48965,39664,41689,47370,47370,47370,42014,42798,41454,41912,41912,41912
../Dataset/ReducedLP/scpnre1_reduced.lp,39621,38403,37831,44358,41738,41738,41738,44603,43664,41042,39936,39936,39936
../Dataset/ReducedLP/scpnre1_reduced.lp,39813,42019,40094,38387,46511,46511,46511,43311,39673,41117,34097,34097,34097
../Dataset/ReducedLP/scpnre1_reduced.lp,36224,37996,37537,37898,43851,43851,43851,41154,39389,38224,36345,36345,36345
../Dataset/ReducedLP/scpnre1_reduced.lp,40510,41671,38585,38087,40912,40912,40912,38621,38213,38774,37400,37400,37400
../Dataset/ReducedLP/scpnre1_reduced.lp,42625,47112,41643,40929,44136,44136,44136,38144,37497,37365,40816,40816,40816
../Dataset/ReducedLP/scpnre1_reduced.lp,40468,43089,40030,38443,42152,42152,42152,39536,40106,38715,38367,38367,38367
../Dataset/ReducedLP/scpnre1_reduced.lp,39612,42850,37934,47162,41243,41243,41243,40320,38829,38945,39749,39749,39749
../Dataset/ReducedLP/scpnre1_reduced.lp,44427,39822,41298,40284,43007,43007,43007,43540,43137,35480,39075,39075,39075
../Dataset/ReducedLP/scpnre1_reduced.lp,35150,38158,36065,41314,37911,37911,37911,39287,37071,35458,37085,37085,37085
../Dataset/ReducedLP/scpnre2_reduced.lp,536083,646440,343121,283623,339218,204532,427607,566118,536499,302690,142524,609783,312662
../Dataset/ReducedLP/scpnre2_reduced.lp,706723,409657,397899,418133,260371,500526,272150,605755,418822,560073,514633,584146,595000
../Dataset/ReducedLP/scpnre2_reduced.lp,463059,287771,555616,481117,244340,242279,242711,194221,321128,282634,494911,495909,244665
../Dataset/ReducedLP/scpnre2_reduced.lp,462038,574816,284317,541576,503344,277228,496558,299390,718410,228877,531111,332722,432794
../Dataset/ReducedLP/scpnre2_reduced.lp,435190,474308,519068,480075,330777,333167,330800,498488,234682,672292,302000,308637,302369
../Dataset/ReducedLP/scpnre2_reduced.lp,151911,472646,194374,423879,456866,457359,401225,352206,513990,320735,316608,316804,318142
../Dataset/ReducedLP/scpnre2_reduced.lp,317041,506821,127899,509277,230776,436368,229881,293696,550859,363181,560014,266101,513976
../Dataset/ReducedLP/scpnre2_reduced.lp,376478,419133,220078,99379,264092,414988,129102,237518,379939,187260,136107,345314,94099
../Dataset/ReducedLP/scpnre2_reduced.lp,255435,487572,172774,484289,356314,509032,355659,548928,304997,451166,711310,533561,703233
../Dataset/ReducedLP/scpnre2_reduced.lp,529316,548621,665305,384028,416742,420140,419163,550139,551748,354112,696263,594198,695688
../Dataset/ReducedLP/scpnre3_reduced.lp,41626,13343,14266,13414,12380,12380,12380,13473,14333,68096,14512,14512,14512
../Dataset/ReducedLP/scpnre3_reduced.lp,12856,19099,13338,31893,12259,12259,12259,25405,56744,11805,13937,13937,13937
../Dataset/ReducedLP/scpnre3_reduced.lp,13708,12778,14252,13782,42821,42821,42821,61261,32888,54494,12882,12882,12882
../Dataset/ReducedLP/scpnre3_reduced.lp,14521,28778,50522,14020,15248,15248,15248,22937,91556,35253,42738,42738,42738
../Dataset/ReducedLP/scpnre3_reduced.lp,17054,19439,14977,12623,12642,12642,12642,13686,13599,24888,13493,13493,13493
../Dataset/ReducedLP/scpnre3_reduced.lp,12862,34312,22770,38859,21401,21401,21401,58712,15935,13870,54725,54725,54725
../Dataset/ReducedLP/scpnre3_reduced.lp,36693,17360,24694,25295,19810,19810,19810,17789,25784,14237,24347,24347,24347
../Dataset/ReducedLP/scpnre3_reduced.lp,14137,34758,32554,16026,20135,20135,20135,63840,71446,24798,47601,47601,47601
../Dataset/ReducedLP/scpnre3_reduced.lp,56149,41108,13419,13146,12423,12423,12423,49177,38838,13733,14235,14235,14235
../Dataset/ReducedLP/scpnre3_reduced.lp,15113,18408,17079,61320,16680,16680,16680,12657,43394,16009,12835,12835,12835
../Dataset/ReducedLP/scpnre4_reduced.lp,34708,33383,70116,32221,41093,41093,41093,119962,42464,73382,79648,79648,79648
../Dataset/ReducedLP/scpnre4_reduced.lp,30147,84392,77430,47568,30485,30485,30485,76898,82396,41094,65600,65600,65600
../Dataset/ReducedLP/scpnre4_reduced.lp,93779,62695,50603,100265,85587,85587,85587,66673,102080,131059,92302,92302,92302
../Dataset/ReducedLP/scpnre4_reduced.lp,52175,70054,72232,65205,30533,30533,30533,144416,52284,34981,86370,86370,86370
../Dataset/ReducedLP/scpnre4_reduced.lp,36110,75489,57209,78445,122491,122491,122491,85866,67034,117980,69048,69048,69048
../Dataset/ReducedLP/scpnre4_reduced.lp,54204,82239,39689,74397,113839,113839,113839,33722,83971,55537,73627,73627,73627
../Dataset/ReducedLP/scpnre4_reduced.lp,114733,80848,68570,86502,35388,35388,35388,32597,153865,68384,85297,85297,85297
../Dataset/ReducedLP/scpnre4_reduced.lp,107653,116276,45012,40005,115849,115849,115849,107820,108144,104201,73459,73459,73459
../Dataset/ReducedLP/scpnre4_reduced.lp,97416,84884,52150,76896,45904,45904,45904,111702,72797,37926,63718,63718,63718
../Dataset/ReducedLP/scpnre4_reduced.lp,43572,79393,92224,74879,60111,60111,60111,48012,113005,38983,90613,90613,90613
../Dataset/ReducedLP/scpnre5_reduced.lp,9649,9566,8481,8761,8872,8872,8872,8591,9253,9070,8162,8162,8162
../Dataset/ReducedLP/scpnre5_reduced.lp,9131,9333,9894,8571,9103,9103,9103,8450,8661,8426,8696,8696,8696
../Dataset/ReducedLP/scpnre5_reduced.lp,8782,9580,7294,8223,8853,8853,8853,8220,8406,9141,8193,8193,8193
../Dataset/ReducedLP/scpnre5_reduced.lp,10193,9426,10375,10213,9784,9784,9784,8986,9130,8947,9291,9291,9291
../Dataset/ReducedLP/scpnre5_reduced.lp,8961,10744,10413,8874,9401,9401,9401,8951,8372,10068,9287,9287,9287
../Dataset/ReducedLP/scpnre5_reduced.lp,9913,9903,10127,11567,9550,9550,9550,11573,10541,9820,9680,9680,9680
../Dataset/ReducedLP/scpnre5_reduced.lp,10052,10816,9196,9607,9783,9783,9783,9332,10445,9324,9320,9320,9320
../Dataset/ReducedLP/scpnre5_reduced.lp,9627,9296,10341,11086,9680,9680,9680,11389,10839,9232,8900,8900,8900
../Dataset/ReducedLP/scpnre5_reduced.lp,8738,9185,8486,8412,9383,9383,9383,9611,9466,9301,8546,8546,8546
../Dataset/ReducedLP/scpnre5_reduced.lp,8555,9096,11443,8078,9611,9611,9611,9741,9434,9836,9950,9950,9950
../Dataset/ReducedLP/scpnrf1_reduced.lp,36044,45512,40383,45525,35776,45396,43652,46457,39563,39819,49066,39999,39819
../Dataset/ReducedLP/scpnrf1_reduced.lp,42040,35771,39857,36933,34406,37697,37183,56008,49230,33799,52048,49774,33799
../Dataset/ReducedLP/scpnrf1_reduced.lp,44720,38073,33755,38460,38526,33602,41324,42099,38536,32489,50029,38255,32489
../Dataset/ReducedLP/scpnrf1_reduced.lp,39662,39115,39100,40222,42685,38893,39450,58177,45979,32872,65517,50135,32842
../Dataset/ReducedLP/scpnrf1_reduced.lp,43380,37601,36589,43274,37227,35868,42242,51624,40600,33891,47406,42098,33891
../Dataset/ReducedLP/scpnrf1_reduced.lp,37575,35617,34768,36610,38175,34620,36165,39220,43255,37181,37524,43038,37169
../Dataset/ReducedLP/scpnrf1_reduced.lp,41231,34673,35777,42459,33407,35777,44696,39862,44197,38869,39344,43631,38869
../Dataset/ReducedLP/scpnrf1_reduced.lp,39250,38849,38860,44599,37939,37017,43826,43908,52590,36223,47765,49266,36395
../Dataset/ReducedLP/scpnrf1_reduced.lp,47553,33187,34584,35762,40797,36497,34375,43393,42034,31332,52679,42692,31043
../Dataset/ReducedLP/scpnrf1_reduced.lp,36316,32168,32043,43574,32482,32120,43516,46840,40945,31336,48595,41606,31336
../Dataset/ReducedLP/scpnrf2_reduced.lp,23562,19960,21942,23891,19657,21943,23891,27241,26598,19052,26852,26983,19052
../Dataset/ReducedLP/scpnrf2_reduced.lp,21766,19161,16834,18492,19197,16834,18492,21024,20287,18557,21272,20736,18557
../Dataset/ReducedLP/scpnrf2_reduced.lp,19286,22087,22053,21563,21935,22053,21563,24733,22126,24128,23902,22126,24128
../Dataset/ReducedLP/scpnrf2_reduced.lp,20784,18056,16212,17679,17757,16235,17679,19373,18876,16702,19888,18876,16702
../Dataset/ReducedLP/scpnrf2_reduced.lp,21594,18067,19189,19414,18192,19189,19414,20846,21161,23366,21739,21161,23366
../Dataset/ReducedLP/scpnrf2_reduced.lp,20017,20162,18294,21539,20515,18278,21556,24058,21681,19770,22544,21778,19770
../Dataset/ReducedLP/scpnrf2_reduced.lp,21770,19459,21040,18066,19241,21040,18066,23637,23608,19338,21810,23608,19338
../Dataset/ReducedLP/scpnrf2_reduced.lp,20818,21660,19018,19466,21200,19151,19589,22136,23326,18061,20761,23325,18061
../Dataset/ReducedLP/scpnrf2_reduced.lp,19208,17996,15663,18233,16855,15663,18261,22102,18711,17105,22102,18524,17105
../Dataset/ReducedLP/scpnrf2_reduced.lp,20923,18401,21619,20600,18373,21619,20600,18214,20198,19959,20376,20198,19959
../Dataset/ReducedLP/scpnrf3_reduced.lp,10367,4668,24771,15523,4668,24771,15523,9739,8533,24956,9739,8533,24956
../Dataset/ReducedLP/scpnrf3_reduced.lp,4090,3632,3851,3291,3632,3851,3291,4269,3820,3780,4269,3820,3780
../Dataset/ReducedLP/scpnrf3_reduced.lp,10671,16051,17412,8284,16051,17412,8284,9268,10888,13919,9268,10888,13919
../Dataset/ReducedLP/scpnrf3_reduced.lp,7180,11684,6998,16345,11684,6998,16345,4831,6936,21808,4831,6936,21808
../Dataset/ReducedLP/scpnrf3_reduced.lp,12451,13098,21523,10710,13098,21523,10710,26690,4407,6109,26690,4407,6109
../Dataset/ReducedLP/scpnrf3_reduced.lp,4664,3714,3796,3500,3714,3796,3500,3744,3908,3636,3744,3908,3636
../Dataset/ReducedLP/scpnrf3_reduced.lp,20403,19953,12848,10826,19953,12848,10826,9010,10587,7728,9010,10587,7728
../Dataset/ReducedLP/scpnrf3_reduced.lp,4188,3347,3773,3936,3347,3773,3936,4640,4084,4116,4640,4084,4116
../Dataset/ReducedLP/scpnrf3_reduced.lp,5190,5423,3793,16712,5423,3793,16712,5566,15830,22586,5566,15830,22586
../Dataset/ReducedLP/scpnrf3_reduced.lp,4270,3283,4053,3255,3283,4053,3255,3396,3802,3318,3396,3802,3318
../Dataset/ReducedLP/scpnrf4_reduced.lp,64893,71457,66829,82444,71457,66829,82444,67944,64761,62028,67944,64761,62028
../Dataset/ReducedLP/scpnrf4_reduced.lp,98179,63913,66276,72227,63913,66276,72227,73714,60760,70301,73714,60760,70301
../Dataset/ReducedLP/scpnrf4_reduced.lp,57914,77236,75404,82498,77236,75404,82498,65872,64763,65458,65872,64763,65458
../Dataset/ReducedLP/scpnrf4_reduced.lp,63332,60477,79851,63531,60477,79851,63531,89425,68183,72269,89425,68183,72269
../Dataset/ReducedLP/scpnrf4_reduced.lp,68638,74396,54216,67719,74396,54216,67719,63318,70060,65479,63318,70060,65479
../Dataset/ReducedLP/scpnrf4_reduced.lp,72027,71346,53603,73335,71346,53603,73335,95089,67884,60815,95089,67884,60815
../Dataset/ReducedLP/scpnrf4_reduced.lp,57583,72092,61415,68234,72092,61415,68234,73225,78554,59277,73225,78554,59277
../Dataset/ReducedLP/scpnrf4_reduced.lp,70799,62922,67374,129203,62922,67374,129203,72429,75359,88887,72429,75359,88887
../Dataset/ReducedLP/scpnrf4_reduced.lp,60386,61576,76936,69518,61576,76936,69518,73683,76887,68753,73683,76887,68753
../Dataset/ReducedLP/scpnrf4_reduced.lp,66894,72373,75312,73139,72373,75312,73139,75080,78900,57048,75080,78900,57048
../Dataset/ReducedLP/scpnrf5_reduced.lp,76543,50736,50821,55732,50736,50821,55732,281562,78839,48143,281562,78839,48143
../Dataset/ReducedLP/scpnrf5_reduced.lp,88434,389421,45274,119075,389421,45274,119075,129147,295554,220306,129147,295554,220306
../Dataset/ReducedLP/scpnrf5_reduced.lp,76428,64563,72540,209965,64563,72540,209965,81983,85806,313436,81983,85806,313436
../Dataset/ReducedLP/scpnrf5_reduced.lp,61145,51011,276331,309881,51011,276331,309881,82825,84669,262677,82825,84669,262677
../Dataset/ReducedLP/scpnrf5_reduced.lp,112317,283666,69459,56135,283666,69459,56135,80949,64078,65300,80949,64078,65300
../Dataset/ReducedLP/scpnrf5_reduced.lp,57128,48637,60572,75224,48637,60572,75224,353689,117920,92293,353689,117920,92293
../Dataset/ReducedLP/scpnrf5_reduced.lp,59384,81379,51977,56492,81379,51977,56492,163677,72075,102122,163677,72075,102122
../Dataset/ReducedLP/scpnrf5_reduced.lp,69980,46518,258995,132121,46518,258995,132121,105175,73484,249260,105175,73484,249260
../Dataset/ReducedLP/scpnrf5_reduced.lp,286647,50930,49318,68489,50930,49318,68489,65429,66589,48314,65429,66589,48314
../Dataset/ReducedLP/scpnrf5_reduced.lp,52829,49663,99952,73647,49663,99952,73647,61219,86966,63505,61219,86966,63505
../Dataset/ReducedLP/scpnrg1_reduced.lp,1858812,1678634,2263217,2048235,2272407,2283865,2279529,2210494,1931722,2153261,2306053,2303411,2301850
../Dataset/ReducedLP/scpnrg1_reduced.lp,1822250,2293536,1763595,1760006,2076612,2076612,2076612,2233760,1835774,1746367,2150997,2147708,2135954
../Dataset/ReducedLP/scpnrg1_reduced.lp,2476346,2230778,2138001,2291891,2315470,2315470,2315470,2251082,2225670,1775550,2328836,2328836,2328836
../Dataset/ReducedLP/scpnrg1_reduced.lp,2138117,2300290,2215669,2399371,2163203,2163203,2163203,2365918,2020675,2109495,2291479,2291479,2291479
../Dataset/ReducedLP/scpnrg1_reduced.lp,2212276,2231390,2194294,2238201,2189260,1052899,2189260,2181930,2124096,2086836,2166546,2166546,2166546
../Dataset/ReducedLP/scpnrg1_reduced.lp,1850854,2051676,2090832,2012760,2071878,2078883,2079800,2055926,2058520,2029500,2129000,2125800,2119248
../Dataset/ReducedLP/scpnrg1_reduced.lp,2447778,2256441,2100260,2341261,1593734,2370176,2370176,2108537,2157411,2048235,2232131,2232131,2232131
../Dataset/ReducedLP/scpnrg1_reduced.lp,2323266,1840597,2259825,2291207,2370176,1593734,1593734,2285043,1901768,2250691,2375215,2375838,2375838
../Dataset/ReducedLP/scpnrg1_reduced.lp,2383678,2336195,1960309,1977070,2108024,2115057,2116760,2130572,2163199,2227023,993397,2297401,2297401
../Dataset/ReducedLP/scpnrg1_reduced.lp,2390937,2156729,2156011,2250354,1945826,1948398,1944098,2151257,2163324,1941399,1030399,2224380,2222435
../Dataset/ReducedLP/scpnrg2_reduced.lp,289150,1837993,2529464,1070904,313259,2116139,2116139,1991629,1291813,896894,858768,858768,858768
../Dataset/ReducedLP/scpnrg2_reduced.lp,1376563,1029666,932682,1176669,1563113,1563113,1563113,817313,1441181,755794,933817,933817,933817
../Dataset/ReducedLP/scpnrg2_reduced.lp,1422496,297745,336898,298555,2116139,313259,313259,621528,531801,301349,297955,297955,297955
../Dataset/ReducedLP/scpnrg2_reduced.lp,1148329,838407,760565,848020,284520,926171,926171,936046,886483,1094214,784858,784858,784858
../Dataset/ReducedLP/scpnrg2_reduced.lp,504687,317055,519775,560324,926171,284520,284520,381281,389568,750918,771934,771934,771934
../Dataset/ReducedLP/scpnrg2_reduced.lp,344151,336574,330799,460212,758537,758537,758537,431022,404100,574544,385467,385467,385467
../Dataset/ReducedLP/scpnrg2_reduced.lp,696472,1102366,1582048,848948,969843,969843,969843,1597177,1561259,757657,2307871,2307871,2307871
../Dataset/ReducedLP/scpnrg2_reduced.lp,783064,547129,783220,317922,607912,607912,607912,667831,696872,450785,308772,308772,308772
../Dataset/ReducedLP/scpnrg2_reduced.lp,1236896,496019,597814,616293,725175,725175,725175,946948,871818,939248,840726,840726,840726
../Dataset/ReducedLP/scpnrg2_reduced.lp,1812631,1070698,1814377,2058256,2594395,2594395,2594395,2149002,2015162,1171486,971845,971845,971845
