4,CPLEX Default,par = 1.5,par = 2.0,par = 5.0
../Dataset/ReducedLP/scpclr11_reduced.lp,741594,1792242,935109,857730
../Dataset/ReducedLP/scpclr11_reduced.lp,778095,2157166,847916,664427
../Dataset/ReducedLP/scpclr11_reduced.lp,746348,1764517,583875,593586
../Dataset/ReducedLP/scpclr11_reduced.lp,732323,1957709,999277,856777
../Dataset/ReducedLP/scpclr11_reduced.lp,849875,1720518,701176,782356
../Dataset/ReducedLP/scpclr11_reduced.lp,725485,1547054,628037,834623
../Dataset/ReducedLP/scpclr11_reduced.lp,831904,1642961,423834,616261
../Dataset/ReducedLP/scpd1_reduced.lp,110,92,91,91
../Dataset/ReducedLP/scpd1_reduced.lp,115,123,116,116
../Dataset/ReducedLP/scpd1_reduced.lp,98,106,106,112
../Dataset/ReducedLP/scpd1_reduced.lp,107,109,109,109
../Dataset/ReducedLP/scpd1_reduced.lp,93,103,103,107
../Dataset/ReducedLP/scpd1_reduced.lp,107,105,104,112
../Dataset/ReducedLP/scpd1_reduced.lp,118,112,112,114
../Dataset/ReducedLP/scpd1_reduced.lp,101,117,117,120
../Dataset/ReducedLP/scpd1_reduced.lp,113,104,104,104
../Dataset/ReducedLP/scpd1_reduced.lp,102,113,113,116
../Dataset/ReducedLP/scpd2_reduced.lp,1730,1483,1716,1554
../Dataset/ReducedLP/scpd2_reduced.lp,1311,1230,1125,1152
../Dataset/ReducedLP/scpd2_reduced.lp,1847,1704,1868,1746
../Dataset/ReducedLP/scpd2_reduced.lp,2097,1936,1857,1449
../Dataset/ReducedLP/scpd2_reduced.lp,1331,1451,1263,1362
../Dataset/ReducedLP/scpd2_reduced.lp,1363,1442,1608,1435
../Dataset/ReducedLP/scpd2_reduced.lp,1713,1393,1847,1591
../Dataset/ReducedLP/scpd2_reduced.lp,1382,1644,1848,1396
../Dataset/ReducedLP/scpd2_reduced.lp,1235,1398,1198,1213
../Dataset/ReducedLP/scpd2_reduced.lp,1707,1703,1469,1639
../Dataset/ReducedLP/scpd3_reduced.lp,971,867,854,876
../Dataset/ReducedLP/scpd3_reduced.lp,1249,922,844,974
../Dataset/ReducedLP/scpd3_reduced.lp,1083,773,810,854
../Dataset/ReducedLP/scpd3_reduced.lp,907,838,888,843
../Dataset/ReducedLP/scpd3_reduced.lp,921,775,796,843
../Dataset/ReducedLP/scpd3_reduced.lp,813,761,862,858
../Dataset/ReducedLP/scpd3_reduced.lp,930,859,875,906
../Dataset/ReducedLP/scpd3_reduced.lp,1008,1408,900,889
../Dataset/ReducedLP/scpd3_reduced.lp,959,889,837,1198
../Dataset/ReducedLP/scpd3_reduced.lp,869,1080,865,971
../Dataset/ReducedLP/scpd4_reduced.lp,565,541,584,577
../Dataset/ReducedLP/scpd4_reduced.lp,643,1274,1089,902
../Dataset/ReducedLP/scpd4_reduced.lp,445,406,429,432
../Dataset/ReducedLP/scpd4_reduced.lp,453,412,421,413
../Dataset/ReducedLP/scpd4_reduced.lp,409,360,352,384
../Dataset/ReducedLP/scpd4_reduced.lp,528,1025,605,1104
../Dataset/ReducedLP/scpd4_reduced.lp,950,668,1055,892
../Dataset/ReducedLP/scpd4_reduced.lp,452,374,403,413
../Dataset/ReducedLP/scpd4_reduced.lp,454,504,515,518
../Dataset/ReducedLP/scpd4_reduced.lp,542,516,474,509
../Dataset/ReducedLP/scpnre1_reduced.lp,42625,37454,36942,38069
../Dataset/ReducedLP/scpnre1_reduced.lp,40036,36183,43651,35096
../Dataset/ReducedLP/scpnre1_reduced.lp,40468,37187,38562,38089
../Dataset/ReducedLP/scpnre1_reduced.lp,39621,39652,40091,36885
../Dataset/ReducedLP/scpnre1_reduced.lp,39612,38704,35814,40388
../Dataset/ReducedLP/scpnre1_reduced.lp,39813,39922,42323,40035
../Dataset/ReducedLP/scpnre1_reduced.lp,44427,36237,39714,40531
../Dataset/ReducedLP/scpnre1_reduced.lp,36224,38676,36726,39219
../Dataset/ReducedLP/scpnre1_reduced.lp,35150,40293,38288,35019
../Dataset/ReducedLP/scpnre1_reduced.lp,40510,38744,37865,37307
../Dataset/ReducedLP/scpnre2_reduced.lp,376478,301709,506557,215139
../Dataset/ReducedLP/scpnre2_reduced.lp,706723,379165,282747,506279
../Dataset/ReducedLP/scpnre2_reduced.lp,317041,354681,431829,613667
../Dataset/ReducedLP/scpnre2_reduced.lp,536083,416425,382785,160245
../Dataset/ReducedLP/scpnre2_reduced.lp,151911,352513,179317,119321
../Dataset/ReducedLP/scpnre2_reduced.lp,463059,251883,526642,492775
../Dataset/ReducedLP/scpnre2_reduced.lp,529316,184371,199020,490676
../Dataset/ReducedLP/scpnre2_reduced.lp,462038,604529,235310,279511
../Dataset/ReducedLP/scpnre2_reduced.lp,255435,459442,327507,502302
../Dataset/ReducedLP/scpnre2_reduced.lp,435190,445451,297941,338174
../Dataset/ReducedLP/scpnre3_reduced.lp,12862,15943,16182,19868
../Dataset/ReducedLP/scpnre3_reduced.lp,41626,26192,68797,14474
../Dataset/ReducedLP/scpnre3_reduced.lp,36693,13024,40503,17483
../Dataset/ReducedLP/scpnre3_reduced.lp,12856,56746,66912,14931
../Dataset/ReducedLP/scpnre3_reduced.lp,14137,61143,64445,60404
../Dataset/ReducedLP/scpnre3_reduced.lp,13708,72479,18477,56198
../Dataset/ReducedLP/scpnre3_reduced.lp,56149,52541,13435,30553
../Dataset/ReducedLP/scpnre3_reduced.lp,14521,17718,13500,13683
../Dataset/ReducedLP/scpnre3_reduced.lp,15113,31840,13262,63551
../Dataset/ReducedLP/scpnre3_reduced.lp,17054,72170,35387,57365
../Dataset/ReducedLP/scpnre4_reduced.lp,114733,134705,191736,83371
../Dataset/ReducedLP/scpnre4_reduced.lp,34708,76748,34851,67822
../Dataset/ReducedLP/scpnre4_reduced.lp,54204,95427,139720,65908
../Dataset/ReducedLP/scpnre4_reduced.lp,30147,56237,49018,75604
../Dataset/ReducedLP/scpnre4_reduced.lp,107653,85047,88918,47961
../Dataset/ReducedLP/scpnre4_reduced.lp,93779,107305,61445,59708
../Dataset/ReducedLP/scpnre4_reduced.lp,97416,70809,61975,77828
../Dataset/ReducedLP/scpnre4_reduced.lp,52175,144553,36922,86601
../Dataset/ReducedLP/scpnre4_reduced.lp,43572,34638,40581,67535
../Dataset/ReducedLP/scpnre4_reduced.lp,36110,77229,67852,64363
../Dataset/ReducedLP/scpnre5_reduced.lp,9913,10866,10171,10267
../Dataset/ReducedLP/scpnre5_reduced.lp,9649,9144,9004,9030
../Dataset/ReducedLP/scpnre5_reduced.lp,10052,8765,8912,10614
../Dataset/ReducedLP/scpnre5_reduced.lp,9131,9255,9028,9220
../Dataset/ReducedLP/scpnre5_reduced.lp,9627,9410,9699,9651
../Dataset/ReducedLP/scpnre5_reduced.lp,8782,9787,9508,8777
../Dataset/ReducedLP/scpnre5_reduced.lp,8738,8959,9807,10564
../Dataset/ReducedLP/scpnre5_reduced.lp,10193,10139,9004,9414
../Dataset/ReducedLP/scpnre5_reduced.lp,8555,9285,10172,9469
../Dataset/ReducedLP/scpnre5_reduced.lp,8961,8799,8254,8803
../Dataset/ReducedLP/scpnrf1_reduced.lp,37575,31305,30393,34957
../Dataset/ReducedLP/scpnrf1_reduced.lp,36044,39495,40725,40442
../Dataset/ReducedLP/scpnrf1_reduced.lp,41231,34079,31438,34006
../Dataset/ReducedLP/scpnrf1_reduced.lp,42040,28646,36800,36554
../Dataset/ReducedLP/scpnrf1_reduced.lp,39250,40309,35525,35881
../Dataset/ReducedLP/scpnrf1_reduced.lp,44720,31332,30323,32906
../Dataset/ReducedLP/scpnrf1_reduced.lp,47553,33200,30015,33859
../Dataset/ReducedLP/scpnrf1_reduced.lp,39662,39808,35120,37800
../Dataset/ReducedLP/scpnrf1_reduced.lp,36316,29907,33815,33937
../Dataset/ReducedLP/scpnrf1_reduced.lp,43380,31190,33076,39142
../Dataset/ReducedLP/scpnrf2_reduced.lp,20017,20918,18448,18888
../Dataset/ReducedLP/scpnrf2_reduced.lp,23562,20536,22982,19884
../Dataset/ReducedLP/scpnrf2_reduced.lp,21770,20122,19599,18827
../Dataset/ReducedLP/scpnrf2_reduced.lp,21766,21754,20365,19451
../Dataset/ReducedLP/scpnrf2_reduced.lp,20818,17723,19351,20683
../Dataset/ReducedLP/scpnrf2_reduced.lp,19286,19643,21187,21791
../Dataset/ReducedLP/scpnrf2_reduced.lp,19208,16358,17446,16952
../Dataset/ReducedLP/scpnrf2_reduced.lp,20784,16802,16536,17943
../Dataset/ReducedLP/scpnrf2_reduced.lp,20923,16413,19486,21139
../Dataset/ReducedLP/scpnrf2_reduced.lp,21594,20367,19820,21942
../Dataset/ReducedLP/scpnrf3_reduced.lp,4664,3332,3517,3924
../Dataset/ReducedLP/scpnrf3_reduced.lp,10367,17111,4508,6956
../Dataset/ReducedLP/scpnrf3_reduced.lp,20403,19408,22083,18525
../Dataset/ReducedLP/scpnrf3_reduced.lp,4090,3520,3273,3579
../Dataset/ReducedLP/scpnrf3_reduced.lp,4188,3730,3715,3991
../Dataset/ReducedLP/scpnrf3_reduced.lp,10671,9474,7430,13992
../Dataset/ReducedLP/scpnrf3_reduced.lp,5190,18267,7733,11675
../Dataset/ReducedLP/scpnrf3_reduced.lp,7180,8786,3302,18238
../Dataset/ReducedLP/scpnrf3_reduced.lp,4270,3400,3384,3508
../Dataset/ReducedLP/scpnrf3_reduced.lp,12451,11626,11067,17517
../Dataset/ReducedLP/scpnrf4_reduced.lp,72027,53054,52106,69014
../Dataset/ReducedLP/scpnrf4_reduced.lp,64893,57557,58241,70983
../Dataset/ReducedLP/scpnrf4_reduced.lp,57583,56165,64480,101980
../Dataset/ReducedLP/scpnrf4_reduced.lp,98179,60418,59687,64808
../Dataset/ReducedLP/scpnrf4_reduced.lp,70799,75803,59835,63754
../Dataset/ReducedLP/scpnrf4_reduced.lp,57914,58597,59060,71773
../Dataset/ReducedLP/scpnrf4_reduced.lp,60386,66796,85670,67209
../Dataset/ReducedLP/scpnrf4_reduced.lp,63332,61465,83046,81436
../Dataset/ReducedLP/scpnrf4_reduced.lp,66894,52358,112304,57019
../Dataset/ReducedLP/scpnrf4_reduced.lp,68638,66595,64709,68747
../Dataset/ReducedLP/scpnrf5_reduced.lp,57128,47774,55668,40996
../Dataset/ReducedLP/scpnrf5_reduced.lp,76543,51087,229087,69409
../Dataset/ReducedLP/scpnrf5_reduced.lp,59384,39678,391365,63683
../Dataset/ReducedLP/scpnrf5_reduced.lp,88434,44225,109693,96474
../Dataset/ReducedLP/scpnrf5_reduced.lp,69980,49291,54538,59159
../Dataset/ReducedLP/scpnrf5_reduced.lp,76428,286648,77047,51843
../Dataset/ReducedLP/scpnrf5_reduced.lp,286647,69218,39488,54952
../Dataset/ReducedLP/scpnrf5_reduced.lp,61145,83416,69792,111227
../Dataset/ReducedLP/scpnrf5_reduced.lp,52829,438188,86127,62777
../Dataset/ReducedLP/scpnrf5_reduced.lp,112317,47140,55809,49358
../Dataset/ReducedLP/scpnrg1_reduced.lp,2323266,2365974,2313969,2323093
../Dataset/ReducedLP/scpnrg1_reduced.lp,2476346,1740109,1686533,2065842
../Dataset/ReducedLP/scpnrg1_reduced.lp,1850854,2064131,1823885,2169913
../Dataset/ReducedLP/scpnrg1_reduced.lp,1858812,1588149,2087152,2275656
../Dataset/ReducedLP/scpnrg1_reduced.lp,2447778,2269125,2181095,1941961
../Dataset/ReducedLP/scpnrg1_reduced.lp,1822250,1371378,2796089,2215022
../Dataset/ReducedLP/scpnrg1_reduced.lp,2383678,2413996,2245916,2594691
../Dataset/ReducedLP/scpnrg1_reduced.lp,2138117,2402617,2458964,2289078
../Dataset/ReducedLP/scpnrg1_reduced.lp,2390937,2650414,1927323,2983107
../Dataset/ReducedLP/scpnrg1_reduced.lp,2212276,1824043,1819391,1467887
../Dataset/ReducedLP/scpnrg2_reduced.lp,344151,516277,478084,534141
../Dataset/ReducedLP/scpnrg2_reduced.lp,1422496,2570216,1132801,3153206
../Dataset/ReducedLP/scpnrg2_reduced.lp,1236896,888973,1113830,1568918
../Dataset/ReducedLP/scpnrg2_reduced.lp,1376563,822546,1531239,1850429
../Dataset/ReducedLP/scpnrg2_reduced.lp,783064,393835,546038,346539
../Dataset/ReducedLP/scpnrg2_reduced.lp,289150,563126,426817,247891
../Dataset/ReducedLP/scpnrg2_reduced.lp,696472,774388,363658,462456
../Dataset/ReducedLP/scpnrg2_reduced.lp,1148329,1057251,873797,2130719
../Dataset/ReducedLP/scpnrg2_reduced.lp,1812631,1595923,1646736,1714145
../Dataset/ReducedLP/scpnrg2_reduced.lp,504687,504554,519685,309306
